Incidente_Tipo;Incidente_ID;FECHA;Incidente_Hora;Incidente_Título;Incidente_Desc;Incidente_Severidad_Real;Incidente_Severidad_Potencial;Incidente_Relación_Laboral;Incidente_Registrabilidad_Desc;Investigación_Obligatoria;Activo_Empresa_Contratista;Vehiculo_Desc;Incidente_UT;Activo_Ubicación_Técnica;Incidente_Lugar;Activo_Descripción;Activo_Patente;Activo_Modelo;Activo_Marca;Activo_ID;Activo_Area;DESC_CLASE_DE_DAÑO_VEHICULAR;INCIDENTE_CONSECUENCIA_POTENCIAL;INCIDENTE_PRECURSOR;Incidente_ReglaOro;SEGMENTO;UBIC_TECNICA_NIVEL1;UBIC_TECNICA_NIVEL2;UBIC_TECNICA_NIVEL3;Función;Gerencia;SECTOR;SUBSECTOR;Incidente_ZZLATITUD_GMS_GRAD;Incidente_ZZLATITUD_GMS_MIN;Incidente_ZZLATITUD_GMS_SEG;Incidente_ZZLONGITUD_GMS_GRAD;Incidente_ZZLONGITUD_GMS_MIN;Incidente_ZZLONGITUD_GMS_SEG;Persona_Responsable;Persona_Rol
VEHICULAR;6703;04/08/2019;09:50:00;2019-08-04-SP-CVM EX-Colision vehículo de personal-DLS 078;"Transporte de personal sprinter int 791 luego de recoger al personal del turno (5 operarios), transitando por camino Roque Gonzalez en sentido Sur-Norte fue embestido frontalmente (del lado conductor) por un automóvil particular (Renault Logan) que circulaba en sentido contrario al cruzarse de carril. 
 
Nota: El evento ocurrió a las 06:05 hs del 04-08-19 reportándose a las 12:54 al radio operador";6;6;X;3: Excepción;;DLS ARGENTINA LIMITED SUCURSAL;Empresa Lubricar;COMODRO RIVADAVIA;;Camino Roque Gonzales;Transporte personal; ; ; ; ;;Colisión;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-OPERACIONES;SERVICIOS DE POZOS;PULLING;0;0;0;0;0;0;;
VEHICULAR;163981;13/06/2022;21:10:00;2022-06-13-GOP I-CVM Ex-Colision con guanaco en ruta-PAE;A la altura del km20 de ruta 26, el vehículo interno 2479 trasladándose desde Cerro Dragón a Rada Tilly, en zona de curva y contra curva se le atraviesa repentinamente un guanaco por lo que el conductor procede a frenar e intenta maniobra para esquivarlo sin resultado, colisionando con el animal en la esquina del paragolpes del lado del conductor. El animal luego del golpe sale corriendo y el conductor se detiene en la banquina donde puede observar daños menores producidos en el paragolpes del vehículo. No se registró ninguna persona herida ni con lesiones.;58;5-8;No Laboral;3: Excepción;; ;;COMODRO RIVADAVIA;;Ruta 26 a la altura del kilometro 20 en dirección a Comodoro Rivadavia, en zona de curvas;INT 2479 - HILUX 4X4 D/C DX 2.4 TDI 6M/T;AD563NN;HILUX 4X4 D/C DX 2.4;TOYOTA;000000001000149016;;Atropello de animal;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-OPERACIONES;OPERACIONES I;OP I D.01;0;0;0;0;0;0;;
VEHICULAR;7773;01/10/2019;12:20:00;2019-10-01-PC-CVM EX-Colisión lateral con vehículo particular-FSE;"Interno 697 de FSE, al ingresar a la avenida, es impactado en su lado izquierdo posterior por un vehículo liviano perteneciente a un tercero. Sin personal afectado.Sin daños significativos.";6;6;X;3: Excepción;;FIELD SERVICES ENTERPRISE S.A.;;COMODRO RIVADAVIA;;Calle Pablo Ortega en dirección norte, al llegar a la boca calle de la avenida Gatica.;Vehiculo Int 697; ; ; ; ;;Colisión lateral;; ; ;Upstream;Golfo San Jorge;DZ;COM;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;0;0;0;0;0;0;;
VEHICULAR;141615;04/02/2022;13:00:00;2022-02-04 – PI Colisión en Ruta Provincial N° 26 - Km 1 Vientos del Sur;Interno 434 ﴾Toyota Hilux﴿ perteneciente a la empresa Vientos del Sur circulaba sobre RN 26 en dirección a Comodoro Rivadavia, al llegar al Km 2, una Sprinter Int111 perteneciente a la empresa D.S Rental Van ﴾al servicio de SAI﴿ que transitaba por la banquina derecha, sube a la ruta sin advertir que otro vehículo iba transitando por la cinta asfáltica. El chofer de Vientos del Sur alcanza a maniobrar doblando hacia la izquierda para esquivarla, pero termina golpeado con la parte delantera derecha de la Toyota a la parte delantera izquierda de la Sprinter, del evento no se registraron personal con lesiones, solo daños materiales.;58;5-8;X;2: No Registrable;Sí;;;COMODRO RIVADAVIA;;Ruta Provincial N° 26 Km1;;;;;;;;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-PROGRAMACIÓN OPERATIVA & CONTROL DE GESTIÓN;OPC;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;S8053;42891;;PD 04  Daño menor a vereda de Shop en EESS;EC TJB  maniobrando en EESS SERVIOESTE (Ex. Cicalv)  para posicionarse en zona de descarga, pisa esquina de vereda del Shop y produce un daño menor en la misma.;5;5;X;1: Registrable;;;;;;;;;;;;;;;;;Downstream;Tabasco;NO APLICA;NOAPLICA;DO-COMERCIAL;DO-COMERCIAL;OPERACIONES COMERCIALES - FLOTA;;;;;;;;;
VEHICULAR;144801;24/02/2022;09:30:00;2022-02-24-RRHH-CVM Ex-Colisión vehicular con ave. Schneider;Saliendo sobre Ruta 26 altura km10, la unidad impacta con un ave que cruza la ruta rompiendo el parabrisas lado del conductor.  Sin lesiones a personas;6;5-8;X;2: No Registrable;;;;COMODRO RIVADAVIA;;Ruta 26, altura km10;;;;;;;;COLISIÓN DE VEHÍCULO;Otros;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;RECURSOS HUMANOS;RRHH;0;0;0;0;0;0;;
INSTALACIONES;S8071;42884;;CORS GUZMAN INCENDIO DE VEHÍCULO;Incendio  de vehículo durante carga de combustible. Sin escalamiento;5;5;X;1: Registrable;;;;;;;;;;;;;;;;;Downstream;AR;COR;CORD;DO-COMERCIAL;DO-COMERCIAL;CORS;CORS-GUZMAN;;;;;;;;
INSTALACIONES;S8078;03/05/2019;;Automotor AC 349- Golpe de barquilla con parral.;En la salida del estacionamiento de la sala de operadores de Bulk, los parrales se encuentran a un nivel donde la camioneta Ranger con hidrogrubert no pasa. El conductor, no tuvo en cuenta la altura del vehículo y golpeó la barquilla del  e;5;5;X;1: Registrable;;;;;;;;;;;;;;;;;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;;;;;;;;;
VEHICULAR;2842;06/08/2018;07:35:00;Falla mecanica;Al transitar por calles Pieragnoli y Huergo, el  transporte de personal back up (sin numero interno) se detiene y chofer observa que comienza a salir humo del motor. Se detiene la unidad, se cambia al personal de unidad.;6;6;No Laboral;3: Excepción;; ;;COMODRO RIVADAVIA;;Calles Pieragnoli y Huergo, Comodoro Rivadavia, Chubut.;.Vehiculo Transporte Personal; ; ; ; ;;;; ; ;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;RECURSOS HUMANOS;RRHH;0;0;0;0;0;0;;
VEHICULAR;129694;19/11/2021;22:30:00;2021-11-19-DC&P-CVM NR-Colisión con particular-Crexell;"Aproximadamente 19:30 hs. el Int. T-217 conducido por el Sr. Romero Jorge se dirigía por colectora de Av. Hipólito Yrigoyen,en sentido sur-norte, realiza el giro en dirección a Hugo Manso; según manifiesta el conductor, mantiene la marcha sobre el lateral izquierdo de la mencionada calle para ingresar al estacionamiento de la Empresa Transportes JMB ubicado sobre el lateral contrario. En ese preciso instante colisiona con el lateral izquierdo del carretón a un vehículo particular VW Gol que se encontraba estacionado en el lugar produciendo daños materiales al mismo.No se producen daños a personas.Se activa Rol de Emergencia";58;5-8;X;2: No Registrable;;;;COMODRO RIVADAVIA;;Av. Hipolito Yrigoyen y Hugo Manso;;;;;;;;COLISIÓN DE VEHÍCULO;Velocidades extremas o en Exceso;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;COMPLETACIÓN Y WORKOVER;COMPLETACIÓN Y WORKOVER;0;0;0;0;0;0;;
INSTALACIONES;27027;18/01/2020;19:15:00;2020-01-18-PC-INST-Arco eléctrico durante transporte de zaranda-Crexell;Siendo aproximadamente las 16:15 Hs y en circunstancias en las cuales se estaba realizando el transporte de Zaranda del equipo PAE004 desde Comodoro Rivadavia hacia locación en Cerro Tortuga, ocurre una descarga eléctrica por arco entre la carga y una linea de 66 kv.;5;4;X;1: Registrable;Sí;;;COMODRO RIVADAVIA;;Ruta Nacional N°26, a la altura del km 6. Desde Comodoro Rivadavia con sentido a Cerro Dragón.;;;;;;;;ELECTROCUCIÓN;Falta de observación durante la tarea; ;Upstream;Golfo San Jorge;DZ;COM;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;PERFORACIÓN;0;0;0;0;0;0;;
VEHICULAR;22995;26/12/2019;20:46:00;2019-12-26-GP-CVM O 8 NR-Colisión por alcance Interno 578-Manpetrol;"Siendo las 17.46hs. aprox. el interno 578 Mercedes Benz Sprinter (TP) colisiona en la parte trasera al interno 94 de la empresa Electro Patagonia. Lugar del evento, salida camino principal de acceso PAC Bravo (VH) y RN26. No hubo lesiones personales. La unidad INT578 queda en PAC Bravo de manera preventiva hasta que sea verificada y asegurado su funcionamiento por el personal especializado.Se activa Rol de llamadas y se toman los datos correspondientes.";58;5-8;X;2: No Registrable;;ELECTRO PATAGONIA S.A;;COMODRO RIVADAVIA;;Acceso a camino principal Alma Gaucha (PAC Bravo);Pick up, interno 94;AB866QQ;Hilux;Toyota; ;;Colisión;; ; ;Upstream;Golfo San Jorge;DZ;COM;CONSTRUCCIÓN;GSJ-PROYECTOS;INSTALACIONES D2/D5/D8;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;22995;26/12/2019;20:46:00;2019-12-26-GP-CVM O 8 NR-Colisión por alcance Interno 578-Manpetrol;"Siendo las 17.46hs. aprox. el interno 578 Mercedes Benz Sprinter (TP) colisiona en la parte trasera al interno 94 de la empresa Electro Patagonia. Lugar del evento, salida camino principal de acceso PAC Bravo (VH) y RN26. No hubo lesiones personales. La unidad INT578 queda en PAC Bravo de manera preventiva hasta que sea verificada y asegurado su funcionamiento por el personal especializado.Se activa Rol de llamadas y se toman los datos correspondientes.";58;5-8;X;2: No Registrable;;MANPETROL S.A.;;COMODRO RIVADAVIA;;Acceso a camino principal Alma Gaucha (PAC Bravo);Vehiculo Int. 578;AA126ES;Sprinter 19+1;Mercedes Benz; ;;Colisión por alcance;; ; ;Upstream;Golfo San Jorge;DZ;COM;CONSTRUCCIÓN;GSJ-PROYECTOS;INSTALACIONES D2/D5/D8;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;6432;04/07/2019;21:40:00;2019-07-04-GM-CVM EX-Colision por alcance-Innovision;El interno 177 (Toyota Hilux doble cabina), conducido por Oscar León, circulaba por ruta nacional 26 en dirección a Comodoro Rivadavia, cuando a la altura del km 14 es embestido en su parte trasera por un camión IVECO de una empresa de transporte de cargas.;6;6;X;3: Excepción;;INNOVISION SOCIEDAD ANONIMA;;COMODRO RIVADAVIA;;Ruta Nacional 26, km 14;Vehiculo Interno 177; ; ; ; ;;Colisión por alcance;; ; ;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;MANTENIMIENTO;INSTRUMENTACIÓN;0;0;0;0;0;0;;
VEHICULAR;36076;17/02/2020;21:40:00;2020-02-17-GE-CVM EX-Colision vehicular-PECOM;Comodoro Rivadavia. Siendo las 18:40 remis se encontraba trasladando personal a su domicilio, transitando por avenida Constituyentes al ingresar por avenida Roca, colisiona a particular, solo se producen daños materiales.;6;6;X;3: Excepción;; ;;COMODRO RIVADAVIA;;Av. Constituyentes y Av. Roca -  Comodoro Rivadavia;Vehiculo particular;DTB 779; ; ; ;;Colisión lateral;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;ENERGÍA;GENERACIÓN DE ENERGÍA;0;0;0;0;0;0;;
VEHICULAR;36076;17/02/2020;21:40:00;2020-02-17-GE-CVM EX-Colision vehicular-PECOM;Comodoro Rivadavia. Siendo las 18:40 remis se encontraba trasladando personal a su domicilio, transitando por avenida Constituyentes al ingresar por avenida Roca, colisiona a particular, solo se producen daños materiales.;6;6;X;3: Excepción;;PECOM SERVICIOS ENERGIA S A;;COMODRO RIVADAVIA;;Av. Constituyentes y Av. Roca -  Comodoro Rivadavia;Vehiculo Remis a cargo PECOM;MHW219; ; ; ;;Colisión frontal;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;ENERGÍA;GENERACIÓN DE ENERGÍA;0;0;0;0;0;0;;
INSTALACIONES;S8324;09/08/2017;;Cors Pelliza;Cliente  sale sin darse cuenta que no lo habían desconectado y con el impacto de la manguera rompió la luneta del vehículo.;5;5;X;1: Registrable;;;;;;;;;;;;;;;;;Downstream;AR;BSA;OLIV;DO-COMERCIAL;DO-COMERCIAL;CORS;CORS-PELLIZA;;;;;;;;
INSTALACIONES;S8304;18/01/2019;;CORS La Bandera- Daños a la infraestructura choque camión con columna de iluminación;El día 18/01/2019 a las 10 hs al realizar el recambio de volquete (en el SS Rosario sur están realizando tareas de readecuación de cantero en el sector del CAV), un camión subcontratado por Coppsa realizando marcha atrás chocó una columna d;5;5;X;1: Registrable;;;;;;;;;;;;;;;;;Downstream;AR;SFE;ROSA;DO-COMERCIAL;DO-COMERCIAL;CORS;CORS-LA BANDERA;;;;;;;;
INSTALACIONES;S8303;18/01/2019;;Passing ship Ocean Freedom - BT Lynx amarrado toma C - corte de cabo;Siendo las 1130 hs franquea el muelle C, navegando aguas arriba, el Buque Motor Ocean Freedom, Nro IMO 9423932, Eslora 190 mts. manga 33 mts. calado 10.4 mts. ocasionando con su efecto de Pasiingship el corte de unos de los Sprin de proa de;5;5;X;1: Registrable;;;;;;;;;;;;;;;;;Downstream;CAR;CAR;CAR;DO-OPERACIONES;DO-OPERACIONES;OP - REFINERÍA;REFINERIA  -  AREA4;;;;;;;;
VEHICULAR;101357;24/06/2021;13:00:00;2021-06-24-RRHH-CVM Serio + 1 RWC-Colision vehicular-PETROSAR;"Circulando sobre Ruta Nacional N°26, a la altura del km. 7 el transporte de personal interno 933 impacta con su parte lateral delantera izquierda la parte lateral izquierda de un camión que circulaba sobre el carril contrario. 
Una vez que se pueda entrevistar al conductor que se encuentra en el hospital Regional , se enviara mas información.";4;4;X;1: Registrable;Sí;PETROSAR PRODUCCION Y SERVICIOS SA;PETROSAR;COMODRO RIVADAVIA;;Ruta Nacional N°26 - Km. 7;TRANSPORTE DE PASAJEROS; ; ; ; ;;Colisión lateral;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;RECURSOS HUMANOS;RRHH;0;0;0;0;0;0;;
VEHICULAR;88893;16/04/2021;21:00:00;2021-04-16-RRHH-CVM EX-colision en ciudad-PETROSAR;"El interno 855 se encontraba detenido en el semáforo de la intersección de Ruta 3 con la calle Rogelio Riera ( frente a la Estación de Servicio El Patagon ) con dirección hacia Comodoro Rivadavia. En ese momento es impactado en su parte lateral izquierda por un vehículo particular.Ni el conductor ni los pasajeros sufren lesiones.";6;5-8;X;3: Excepción;;;;COMODRO RIVADAVIA;;Semáforo de la intersección de Ruta 3 y calle Rogelio Riera;;;;;;;;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;RECURSOS HUMANOS;RRHH;0;0;0;0;0;0;;
VEHICULAR;1332;02/02/2018;11:00:00;2018-02-02-GM-CVM Ex-Rayon en lateral de vehiculo-PAE;Se encontro vehiculo rayado con algun elemento punsante en el lateral derecho.;6;6;No Laboral;3: Excepción;;Pan American Energy LLC - Suc. Arge;;COMODRO RIVADAVIA;;Islas Leones 1030.;INT 2138 - FORD - RANGER CS XL SAF 2.2;PJW404;RANGER CS XL SAF 2.2;FORD;000000001000000583;;Otros;; ; ;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;MANTENIMIENTO;INSTRUMENTACIÓN;0;0;0;0;0;0;;
VEHICULAR;22266;20/12/2019;20:10:00;2019-12-20-SEGPAT-CVM EX-Colision por alcance de tercero-Expasa;Se dirigía de sur a Norte en el vehículo de la empresa (Interno 93) (Patente AD 588 RZ) para buscar un operario para realizar el relevo correspondiente. Siendo las 17:10 horas aproximadamente, transitando por Avenida del Libertador (sector Km3),venia por el carril izquierdo y de un momento a otro tuvo que detener su marcha en forma brusca debido a la cantidad de vehículos que transitaban por ese lugar. Éste logró frenar y no embestir al vehículo que lo antecedía pero el vehiculo que venia detrás de él,sólo pudo maniobrar para la derecha y embistió al vehículo de la empresa en forma violenta provocando el choque vehicular.;6;6;X;3: Excepción;; ;;COMODRO RIVADAVIA;;Avenida del Libertador, por ruta Nacional Nº3 entre las calles Rodriguez Peña y Castro Barros.;Vehiculo Int 93;AD 588 RZ; ; ; ;;Colisión por alcance;; ; ;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;SEGURIDAD PATRIMONIAL;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;26581;19/01/2020;12:30:00;2020-01-19-RRHH-CVM O 8 NR-Colisión de vehículo-PETROSAR;Cuando el interno 845 se encontraba cruzando la avenida Hipolito Yrigoyen para ingresar a la calle Tirso López, es colisionado en su parte trasera derecha por un vehículo particular. El conductor y los pasajeros no sufren lesiones.;58;5-8;X;2: No Registrable;;PETROSAR PRODUCCION Y SERVICIOS SA;;COMODRO RIVADAVIA;;Interseccion de Av. Hipolito Yrigoyen y calle Tirso Lopez;Transporte de personal interno 845; ; ; ; ;;Colisión por alcance;; ; ;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;RECURSOS HUMANOS;RRHH;0;0;0;0;0;0;;
VEHICULAR;6484;10/07/2019;04:00:00;2019-07-10-PC-CVM EX-Daños materiales interno 705-FSE;Durante horas de la madrugada (1:00 am aproximadamente), el interno 705 que se encontraba estacionado sobre la calle Rawson al 1500, es colisionado por un vehículo de terceros que se da a la fuga. Como consecuencia del impacto, la unidad presentó daños menores en la parte trasera y no se registraron daños personales.;6;6;X;3: Excepción;;FIELD SERVICES ENTERPRISE S.A.;;COMODRO RIVADAVIA;;Calle Rawson al 1500;Interno 705; ; ; ; ;;Colisión contra objeto fijo;; ; ;Upstream;Golfo San Jorge;DZ;COM;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;NO APLICA;0;0;0;0;0;0;;
INSTALACIONES;20011;02/12/2019;15:00:00;2019-12-02-PC-INST-Rotura de cable aéreo telefónico-Crexell;Siendo aproximadamente las 12:00 Hs y en circunstancias en las se prestaba a ingresar al predio de Finning con su tractor enganchado con un generador montado sobre chasis rodante, observa que no pasa ya que el cable (telefonia-video) entra en contacto con la carga. Detiene su vehiculo (sin dañar el cable) y retrocede.;5;5;X;1: Registrable;; ;;COMODRO RIVADAVIA;;Ingreso a predio Finning - Parque Industrial Comodoro Rivadavia;Camión interno T-94; ; ; ; ;;Rotura;; ; ;Upstream;Golfo San Jorge;DZ;COM;PERFORACIÓN & WO;GSJ-PERFORACIÓN, COMPLETACIÓN , WO Y PULLING;PERFORACIÓN;NO APLICA;0;0;0;0;0;0;;
VEHICULAR;153682;19/04/2022;21:30:00;2022-04-19-GP-CVM EX-Colision en ciudad con tercero-PAE;Siendo aproximadamente las 18:30hs me encontraba transitando por calle Italia en sentido hacia calle Ameghino y en la intersección de Av. Rivadavia sobre la mano que desciende circulaba un vehículo particular Chevrolet Onix y al encontrármelo de repente, para evitar mayor impacto lo intento esquivar y lo alcanzo a rozar con el frente de la camioneta en la parte trasera lado conductor, no hubo personal lesionado y posteriormente se activo el rol de emergencias.;6;5-8;X;3: Excepción;; ;;COMODRO RIVADAVIA;;Calle Italia intersección Av. Rivadavia;*;*; ; ;*;;Desconocido;COLISIÓN DE VEHÍCULO; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;CONSTRUCCIÓN;GSJ-PROYECTOS;INSTALACIONES DE ENERGIA;PROYECTO CICLO COMBINADO;0;0;0;0;0;0;;
VEHICULAR;28208;29/01/2020;00:31:00;2020-01-28-GM-CVM EX-Colision por alcance-PECOM;Mientras el supervisor espera el cambio de semáforo en colectora intersección Av. Roca y Av. Hipolito Yrigoyen (Direccion Sur- Norte) es impactado por un vehiculo utilizado como taxi. El impacto es menor y no hay daño personales.;6;6;X;3: Excepción;;PECOM SERVICIOS ENERGIA S A;;COMODRO RIVADAVIA;;Colectora intersección Av. Roca y Av. Hipolito Yrigoyen;Camioneta int. 07104; ; ; ; ;;Colisión por alcance;; ; ;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;MANTENIMIENTO;INSTRUMENTACIÓN;0;0;0;0;0;0;;
VEHICULAR;142121;08/02/2022;21:20:00;2022-02-08-RRHH-CVM O 8  NR- Colisión vehicular. Petrosar;"Circulando sobre la calle Del Trabajo con dirección a la calle El Patagonico ,  el interno 787 al terminar de cruzar la Avenida Polonia es colisionado por un vehículo particular en su parte  lateral derecha.El conductor y los pasajeros no sufren lesiones.";58;5-8;X;2: No Registrable;Sí;PETROSAR PRODUCCION Y SERVICIOS SA;;COMODRO RIVADAVIA;;Intersección de calle Del Trabajo con Avenida Polonia;Int 787;NSP 189; ; ; ;;Colisión lateral;COLISIÓN DE VEHÍCULO;A determinar;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;RECURSOS HUMANOS;RRHH;0;0;0;0;0;0;;
VEHICULAR;152841;12/04/2022;09:10:00;2022-04-12 GP-CVM Ex-Desprendimiento ruedas duales traseras izquierdas-Manpetrol;Interno 593 conducido por el chofer Jonathan Montenegro se encontraba en circulando cuando se produce la salida de las ruedas duales traseras lado izquierdo. Sin lesionados;6;6;X;3: Excepción;;;;COMODRO RIVADAVIA;;Calle Avenida Alejandro Maíz - barrio km 8;;;;;;;;COLISIÓN DE VEHÍCULO;Vehículos en mal estado;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;CONSTRUCCIÓN;GSJ-PROYECTOS;INSTALACIONES D2/D5/D8;PIAS Y BATERIAS;0;0;0;0;0;0;;
VEHICULAR;19259;29/11/2019;18:15:00;2019-11-29-RRHH-CVM EX-Averia de neumatico-PETROSAR;Circulando el interno 855 a la altura de Feadar ( Concesionaria oficial Scania ) , sufre el pinchazo de la dual trasera izquierda ( lado externo ). Se detiene al costado del camino y realiza trasbordo de pasajeros al interno 592.;6;6;X;3: Excepción;;PETROSAR PRODUCCION Y SERVICIOS SA;;COMODRO RIVADAVIA;;Av. Hipólito Irigoyen 3150 - Feadar ( Concesionaria oficial Scania );Vehiculo Transp Personal Int. 855; ; ; ; ;;Otros;; ; ;Upstream;Golfo San Jorge;DZ;COM;OTROS;GSJ-OTROS SECTORES;RECURSOS HUMANOS;RRHH;0;0;0;0;0;0;;
VEHICULAR;16637;20/11/2019;15:30:00;2019-11-20-GE-CVM EX-Toque de vehículo estacionado-PAE;Realizando maniobra de retroceso, impacta a un vehículo estacionado. Sin personal lesionado.;6;6;X;3: Excepción;;Pan American Energy LLC - Suc. Arge;;COMODRO RIVADAVIA;;Calle Rawson 864.;INT 2468 - HILUX 4X4 D/C DX 2.4 TDI 6M/T;AD538LW;HILUX 4X4 D/C DX 2.4;TOYOTA;000000001000148972;;Colisión;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;ENERGÍA;DISTRIBUCIÓN/TRANSMISIÓN ELÉCTRICA;0;0;0;0;0;0;;
VEHICULAR;26072;15/01/2020;09:55:00;2020-01-15-GM-CVM O 8 NR-Colision vehicular-PAE Burgwardt;Cuando el transporte de personal de Burgwardt interno 9-68 quiere ingresar a la Ruta N26 por el camino secundario del Barrio Bella Vista, a la altura del km 1 y 2 de dicha ruta, detiene su marcha al observar que transitan vehiculos cuando es impactado por una camioneta de PAE interno 2080 perteneciente a la Gerencia de Mantenimiento eléctrico.;58;5-8;X;2: No Registrable;;PAN AMERICAN ENERGY, S.L., SUC. ARG;;COMODRO RIVADAVIA;;Camino secundario de ingreso a RN26 altura km 1.;INT 2080 - FORD - RANGER2 DC XL SAF2.2;NXA165;RANGER2 DC XL SAF2.2;FORD;000000001000000528;;Colisión por alcance;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;MANTENIMIENTO;MANTENIMIENTO ELÉCTRICO;0;0;0;0;0;0;;
VEHICULAR;26072;15/01/2020;09:55:00;2020-01-15-GM-CVM O 8 NR-Colision vehicular-PAE Burgwardt;Cuando el transporte de personal de Burgwardt interno 9-68 quiere ingresar a la Ruta N26 por el camino secundario del Barrio Bella Vista, a la altura del km 1 y 2 de dicha ruta, detiene su marcha al observar que transitan vehiculos cuando es impactado por una camioneta de PAE interno 2080 perteneciente a la Gerencia de Mantenimiento eléctrico.;58;5-8;X;2: No Registrable;;BURGWARDT Y CIA S A INDUSTRIAL;;COMODRO RIVADAVIA;;Camino secundario de ingreso a RN26 altura km 1.;Transporte Personal interno 2080; ; ; ; ;;Colisión;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;MANTENIMIENTO;MANTENIMIENTO ELÉCTRICO;0;0;0;0;0;0;;
VEHICULAR;4562;24/01/2019;09:50:00;2019-01-24-GE-CVM O 8 NR-Colisión vehicular con tercero-PAE;"Conductor, inicia traslado desde su domicilio ubicado en la ciudad de Rada Tilly con dirección a Yacimiento CD.
Ingresa a rotonda para tomar RN26, donde al transitar el final de la misma, es impactado del lado del acompañante por un vehículo particular conducido por un tercero que venía circulando desde CR.
El conductor no presenta lesiones.";58;5-8;X;2: No Registrable;;Pan American Energy LLC - Suc. Arge;;COMODRO RIVADAVIA;;Rotonda intercepción RN 3 y RN 26.;INT 2110 - FORD - RANGER2 DC XL SAF2.2;OPZ698;RANGER2 DC XL SAF2.2;FORD;000000001000000556;;Colisión lateral;; ;Seguridad vehicular;Upstream;Golfo San Jorge;DZ;COM;PRODUCCIÓN & MANTENIMIENTO;GSJ-SOPORTE A LA PRODUCCIÓN;ENERGÍA;GENERACIÓN DE ENERGÍA;0;0;0;0;0;0;;
INSTALACIONES;99444;11/06/2021;03:00:00;Robo de auxilio camioneta 2215;Se encuentra cadena de malacate del auxilio de la camioneta 2215 suelto y sin rueda de auxilio;;;;;;;;COMODRO RIVADAVIA;;Sospecho que el robo fue en el estacionamiento de la AFIP cuando fui a democracia;;;;;;;;; ; ;Upstream;Golfo San Jorge;DZ;COM;Sin Asignar;GSJ-OTROS SECTORES;SEGURIDAD PATRIMONIAL;NO APLICA;0;0;0;0;0;0;;
